user_id,account_age_days,monthly_visits,past_purchases,avg_cart_value,engagement_score,email_campaign,subscribed_premium
0,430.8622901764626,8,5,62.35101131009522,1.1062328375136654,1,0
1,269.0036514388058,11,10,454.0502228450205,1.2166307740711102,0,1
2,248.81104518677165,10,4,219.64568096265205,0.6052304257688642,0,0
3,248.81441297972412,6,1,54.0253682033212,0.5400306721999256,0,0
4,836.9485942015172,12,7,178.79787118343899,1.8975355302121493,0,0
5,516.00712157356,15,2,37.55533627337227,1.1986742168822389,1,0
6,203.59404031336183,8,5,151.3517186487688,1.1196408299833895,0,1
7,444.5666052176184,6,2,187.07225310619867,1.067393826963543,0,1
8,359.81284753163646,11,7,274.2599877724424,1.1485357849092819,1,0
9,38.86468982830537,9,0,188.5033527425651,0.29919516641441035,0,1
10,120.82361088378713,10,7,75.22776530180559,0.8334891484178395,0,0
11,379.1098147226694,5,5,85.77748790271976,0.7863115385073663,0,0
12,785.7318361470351,4,3,192.34284888576516,0.7910146775269054,0,1
13,250.5333932926463,5,3,204.69098540575752,0.6972875396805835,0,0
14,190.44493902977464,8,6,236.1364442886937,1.0278799858750272,0,1
15,326.5213574649898,12,1,56.14854282262964,0.43826183094573734,0,0
16,180.95120652925758,6,10,60.68793356643559,1.3455567033661306,1,1
17,237.19344860505393,16,3,331.11248251549983,0.9093482055843591,0,0
18,296.87444620924765,5,5,313.48660611577105,0.6849451934636349,1,1
19,115.22471487189904,7,3,324.1167268241949,0.6162679424655093,0,0
20,534.610816958365,10,2,119.95302311741787,0.7917147245938752,1,1
21,96.33266033022721,7,2,265.09746676123774,0.3610047036470901,0,0
22,85.10281989024121,10,11,182.58654054940592,0.9637758331741405,0,0
23,348.1110752198643,6,8,117.44531104799185,1.0058006513310078,0,0
24,506.4036854362291,8,5,108.85073988549117,0.9199409555868262,0,0
25,341.6104033842727,10,2,59.7831560061154,0.876181040903258,1,0
26,273.92025187522813,5,8,203.68061872526684,0.6419819831254623,0,0
27,235.32865829702536,6,3,188.3910981638567,0.7022670569992067,1,1
28,205.18376952359708,10,3,146.66282400477596,0.5232349904123135,1,1
29,618.8038740935009,3,10,226.273020470087,1.430790799498097,0,1
30,381.78790909018596,1,7,301.7460124203443,0.9363486574516884,1,0
31,219.11738645855775,5,6,217.0928700029305,0.3122318434180744,0,0
32,168.58917527608028,14,1,55.42173396470129,0.9270650425946307,0,0
33,465.77141220741726,8,0,191.4433379554807,0.1807555026915757,0,0
34,609.0195012123992,7,12,93.00207374511254,1.2662050580049753,0,0
35,572.6177607245199,7,2,104.5873888835666,1.0772651854523898,0,0
36,144.18846867804245,11,1,143.08644376179694,0.5102753310978407,0,0
37,233.72960423177236,8,4,297.2373890028135,1.0642435185774626,1,0
38,201.85829415361775,2,3,306.0525499144691,0.5674824475635833,1,0
39,258.8918608414779,14,4,125.76190352051235,0.9269529482063907,1,1
40,531.1959342053862,9,8,73.3490548195166,1.1619180347470073,1,1
41,738.4072422972979,5,2,84.28299590481353,1.2275669136755785,1,0
42,392.12768525552974,11,8,213.31104791146132,1.1465061414840079,0,0
43,173.6720321565991,7,0,69.97726500975921,0.05070765510518627,0,0
44,291.75155368000276,6,1,138.9676147610104,0.3541408994752638,0,0
45,830.2571163132452,9,8,138.5424190333163,1.5470660518803112,0,0
46,320.68594827969355,9,1,258.3557292993088,0.526485248917435,0,0
47,235.7432464636039,7,2,140.35208290023527,1.071857882256964,0,0
48,251.79347012423014,5,5,98.33410829129807,0.5775661445696724,1,1
49,390.8724055286422,6,4,129.6381251631369,0.6764458836119633,0,0
50,148.61371221094728,7,3,185.6301559751011,0.3851076171170912,1,1
51,197.85548126220527,13,3,163.33800562670194,1.0388837565266025,0,0
52,566.9590308433651,7,10,33.87060869239037,1.2901987139740076,1,0
53,383.06297075815155,8,13,66.49925599562152,1.5776333823480726,0,0
54,323.1289512861984,2,1,273.3377826434791,0.6365446478730735,0,1
55,586.0824416422262,8,1,112.83177398057092,0.9343866481680063,0,0
56,164.64344108067456,4,1,182.3461070256569,0.41702403500787855,1,1
57,230.11828510157648,10,0,82.65248352915908,0.3490193633520755,0,0
